pos_txn_id,sku_id,txn_date,sales_qty,store_id,region,source_x,inventory_id,inventory_qty,warehouse,last_updated,source_y,finance_id,posting_date,revenue,cost,margin,source,record_insert_ts
310,SKU-AT501,2026-01-02,4,STORE-2,Michigan,pos_system,71.0,38.0,North Davidside,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
310,SKU-AT501,2026-01-02,4,STORE-2,Michigan,pos_system,105.0,291.0,Tiffanymouth,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
310,SKU-AT501,2026-01-02,4,STORE-2,Michigan,pos_system,110.0,144.0,Janetville,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
338,SKU-AT501,2026-01-14,10,STORE-10,Colorado,pos_system,63.0,427.0,Stephaniefort,2026-01-17,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
338,SKU-AT501,2026-01-14,10,STORE-10,Colorado,pos_system,65.0,475.0,Danafort,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
338,SKU-AT501,2026-01-14,10,STORE-10,Colorado,pos_system,71.0,38.0,North Davidside,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
338,SKU-AT501,2026-01-14,10,STORE-10,Colorado,pos_system,105.0,291.0,Tiffanymouth,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
338,SKU-AT501,2026-01-14,10,STORE-10,Colorado,pos_system,110.0,144.0,Janetville,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
451,SKU-AT501,2026-01-08,12,STORE-7,Oregon,pos_system,63.0,427.0,Stephaniefort,2026-01-17,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
451,SKU-AT501,2026-01-08,12,STORE-7,Oregon,pos_system,65.0,475.0,Danafort,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
451,SKU-AT501,2026-01-08,12,STORE-7,Oregon,pos_system,71.0,38.0,North Davidside,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
451,SKU-AT501,2026-01-08,12,STORE-7,Oregon,pos_system,105.0,291.0,Tiffanymouth,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
451,SKU-AT501,2026-01-08,12,STORE-7,Oregon,pos_system,110.0,144.0,Janetville,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
460,SKU-AT501,2026-01-10,14,STORE-8,Tennessee,pos_system,63.0,427.0,Stephaniefort,2026-01-17,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
460,SKU-AT501,2026-01-10,14,STORE-8,Tennessee,pos_system,65.0,475.0,Danafort,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
460,SKU-AT501,2026-01-10,14,STORE-8,Tennessee,pos_system,71.0,38.0,North Davidside,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
460,SKU-AT501,2026-01-10,14,STORE-8,Tennessee,pos_system,105.0,291.0,Tiffanymouth,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
460,SKU-AT501,2026-01-10,14,STORE-8,Tennessee,pos_system,110.0,144.0,Janetville,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
498,SKU-AT501,2026-01-17,1,STORE-32,Kentucky,pos_system,63.0,427.0,Stephaniefort,2026-01-17,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
498,SKU-AT501,2026-01-17,1,STORE-32,Kentucky,pos_system,65.0,475.0,Danafort,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
498,SKU-AT501,2026-01-17,1,STORE-32,Kentucky,pos_system,71.0,38.0,North Davidside,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
498,SKU-AT501,2026-01-17,1,STORE-32,Kentucky,pos_system,105.0,291.0,Tiffanymouth,2026-01-18,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
498,SKU-AT501,2026-01-17,1,STORE-32,Kentucky,pos_system,110.0,144.0,Janetville,2026-01-12,inventory_system,96,2026-07-17,4877.87,3624.24,1253.63,finance_system,2026-01-19 00:35:43.178893
9,SKU-AM372,2025-12-30,3,STORE-25,Alaska,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
9,SKU-AM372,2025-12-30,3,STORE-25,Alaska,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
25,SKU-AM372,2026-01-03,5,STORE-49,Vermont,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
25,SKU-AM372,2026-01-03,5,STORE-49,Vermont,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
73,SKU-AM372,2026-01-03,3,STORE-10,Arizona,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
73,SKU-AM372,2026-01-03,3,STORE-10,Arizona,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
137,SKU-AM372,2025-12-30,11,STORE-10,Alabama,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
137,SKU-AM372,2025-12-30,11,STORE-10,Alabama,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
257,SKU-AM372,2026-01-02,10,STORE-35,Florida,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
257,SKU-AM372,2026-01-02,10,STORE-35,Florida,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
275,SKU-AM372,2025-12-23,6,STORE-22,North Dakota,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
275,SKU-AM372,2025-12-23,6,STORE-22,North Dakota,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
417,SKU-AM372,2026-01-12,4,STORE-4,New Hampshire,pos_system,130.0,249.0,South Jason,2026-01-13,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
417,SKU-AM372,2026-01-12,4,STORE-4,New Hampshire,pos_system,164.0,89.0,Jessicaville,2026-01-12,inventory_system,97,2026-02-21,4881.45,4278.74,602.71,finance_system,2026-01-19 00:35:43.178893
28,SKU-ZZ768,2025-12-25,7,STORE-43,Missouri,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
28,SKU-ZZ768,2025-12-25,7,STORE-43,Missouri,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
28,SKU-ZZ768,2025-12-25,7,STORE-43,Missouri,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
28,SKU-ZZ768,2025-12-25,7,STORE-43,Missouri,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
28,SKU-ZZ768,2025-12-25,7,STORE-43,Missouri,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
58,SKU-ZZ768,2025-12-29,7,STORE-11,Wyoming,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
58,SKU-ZZ768,2025-12-29,7,STORE-11,Wyoming,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
58,SKU-ZZ768,2025-12-29,7,STORE-11,Wyoming,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
58,SKU-ZZ768,2025-12-29,7,STORE-11,Wyoming,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
58,SKU-ZZ768,2025-12-29,7,STORE-11,Wyoming,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
61,SKU-ZZ768,2026-01-07,6,STORE-28,California,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
61,SKU-ZZ768,2026-01-07,6,STORE-28,California,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
61,SKU-ZZ768,2026-01-07,6,STORE-28,California,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
61,SKU-ZZ768,2026-01-07,6,STORE-28,California,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
61,SKU-ZZ768,2026-01-07,6,STORE-28,California,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
118,SKU-ZZ768,2025-12-25,14,STORE-12,New Mexico,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
118,SKU-ZZ768,2025-12-25,14,STORE-12,New Mexico,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
118,SKU-ZZ768,2025-12-25,14,STORE-12,New Mexico,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
118,SKU-ZZ768,2025-12-25,14,STORE-12,New Mexico,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
118,SKU-ZZ768,2025-12-25,14,STORE-12,New Mexico,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
142,SKU-ZZ768,2025-12-26,4,STORE-45,Alaska,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
142,SKU-ZZ768,2025-12-26,4,STORE-45,Alaska,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
142,SKU-ZZ768,2025-12-26,4,STORE-45,Alaska,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
142,SKU-ZZ768,2025-12-26,4,STORE-45,Alaska,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
142,SKU-ZZ768,2025-12-26,4,STORE-45,Alaska,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
178,SKU-ZZ768,2025-12-27,7,STORE-42,Kentucky,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
178,SKU-ZZ768,2025-12-27,7,STORE-42,Kentucky,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
178,SKU-ZZ768,2025-12-27,7,STORE-42,Kentucky,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
178,SKU-ZZ768,2025-12-27,7,STORE-42,Kentucky,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
178,SKU-ZZ768,2025-12-27,7,STORE-42,Kentucky,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
206,SKU-ZZ768,2025-12-23,9,STORE-36,Rhode Island,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
206,SKU-ZZ768,2025-12-23,9,STORE-36,Rhode Island,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
206,SKU-ZZ768,2025-12-23,9,STORE-36,Rhode Island,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
206,SKU-ZZ768,2025-12-23,9,STORE-36,Rhode Island,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
206,SKU-ZZ768,2025-12-23,9,STORE-36,Rhode Island,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
238,SKU-ZZ768,2025-12-20,2,STORE-15,North Carolina,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
238,SKU-ZZ768,2025-12-20,2,STORE-15,North Carolina,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
238,SKU-ZZ768,2025-12-20,2,STORE-15,North Carolina,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
238,SKU-ZZ768,2025-12-20,2,STORE-15,North Carolina,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
238,SKU-ZZ768,2025-12-20,2,STORE-15,North Carolina,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
272,SKU-ZZ768,2026-01-07,3,STORE-16,Hawaii,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
272,SKU-ZZ768,2026-01-07,3,STORE-16,Hawaii,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
272,SKU-ZZ768,2026-01-07,3,STORE-16,Hawaii,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
272,SKU-ZZ768,2026-01-07,3,STORE-16,Hawaii,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
272,SKU-ZZ768,2026-01-07,3,STORE-16,Hawaii,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
283,SKU-ZZ768,2026-01-07,9,STORE-17,Nebraska,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
283,SKU-ZZ768,2026-01-07,9,STORE-17,Nebraska,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
283,SKU-ZZ768,2026-01-07,9,STORE-17,Nebraska,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
283,SKU-ZZ768,2026-01-07,9,STORE-17,Nebraska,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
283,SKU-ZZ768,2026-01-07,9,STORE-17,Nebraska,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
337,SKU-ZZ768,2026-01-18,4,STORE-43,Montana,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
337,SKU-ZZ768,2026-01-18,4,STORE-43,Montana,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
337,SKU-ZZ768,2026-01-18,4,STORE-43,Montana,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
337,SKU-ZZ768,2026-01-18,4,STORE-43,Montana,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
337,SKU-ZZ768,2026-01-18,4,STORE-43,Montana,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
394,SKU-ZZ768,2025-12-26,8,STORE-29,New Jersey,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
394,SKU-ZZ768,2025-12-26,8,STORE-29,New Jersey,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
394,SKU-ZZ768,2025-12-26,8,STORE-29,New Jersey,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
394,SKU-ZZ768,2025-12-26,8,STORE-29,New Jersey,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
394,SKU-ZZ768,2025-12-26,8,STORE-29,New Jersey,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
420,SKU-ZZ768,2026-01-15,14,STORE-32,Indiana,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
420,SKU-ZZ768,2026-01-15,14,STORE-32,Indiana,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
420,SKU-ZZ768,2026-01-15,14,STORE-32,Indiana,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
420,SKU-ZZ768,2026-01-15,14,STORE-32,Indiana,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
420,SKU-ZZ768,2026-01-15,14,STORE-32,Indiana,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
443,SKU-ZZ768,2026-01-17,15,STORE-31,South Carolina,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
443,SKU-ZZ768,2026-01-17,15,STORE-31,South Carolina,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
443,SKU-ZZ768,2026-01-17,15,STORE-31,South Carolina,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
443,SKU-ZZ768,2026-01-17,15,STORE-31,South Carolina,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
443,SKU-ZZ768,2026-01-17,15,STORE-31,South Carolina,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
466,SKU-ZZ768,2026-01-12,15,STORE-2,North Dakota,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
466,SKU-ZZ768,2026-01-12,15,STORE-2,North Dakota,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
466,SKU-ZZ768,2026-01-12,15,STORE-2,North Dakota,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
466,SKU-ZZ768,2026-01-12,15,STORE-2,North Dakota,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
466,SKU-ZZ768,2026-01-12,15,STORE-2,North Dakota,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
481,SKU-ZZ768,2026-01-03,7,STORE-38,Massachusetts,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
481,SKU-ZZ768,2026-01-03,7,STORE-38,Massachusetts,pos_system,128.0,382.0,Alexanderborough,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
481,SKU-ZZ768,2026-01-03,7,STORE-38,Massachusetts,pos_system,131.0,88.0,South Mary,2026-01-14,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
481,SKU-ZZ768,2026-01-03,7,STORE-38,Massachusetts,pos_system,181.0,34.0,Smithstad,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
481,SKU-ZZ768,2026-01-03,7,STORE-38,Massachusetts,pos_system,182.0,263.0,New Kristen,2026-01-18,inventory_system,98,2026-06-25,1890.4,1273.42,616.98,finance_system,2026-01-19 00:35:43.178893
6,SKU-rx146,2025-12-30,13,STORE-24,Virginia,pos_system,29.0,91.0,Port Michaelfort,2026-01-17,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
6,SKU-rx146,2025-12-30,13,STORE-24,Virginia,pos_system,31.0,468.0,Amandachester,2026-01-15,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
6,SKU-rx146,2025-12-30,13,STORE-24,Virginia,pos_system,86.0,116.0,Matthewburgh,2026-01-14,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
6,SKU-rx146,2025-12-30,13,STORE-24,Virginia,pos_system,192.0,255.0,Abigailville,2026-01-15,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
6,SKU-rx146,2025-12-30,13,STORE-24,Virginia,pos_system,200.0,230.0,Lloydland,2026-01-15,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
86,SKU-rx146,2026-01-13,3,STORE-4,Delaware,pos_system,29.0,91.0,Port Michaelfort,2026-01-17,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
86,SKU-rx146,2026-01-13,3,STORE-4,Delaware,pos_system,31.0,468.0,Amandachester,2026-01-15,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
86,SKU-rx146,2026-01-13,3,STORE-4,Delaware,pos_system,86.0,116.0,Matthewburgh,2026-01-14,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
86,SKU-rx146,2026-01-13,3,STORE-4,Delaware,pos_system,180.0,6.0,Starkton,2026-01-16,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
86,SKU-rx146,2026-01-13,3,STORE-4,Delaware,pos_system,192.0,255.0,Abigailville,2026-01-15,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
86,SKU-rx146,2026-01-13,3,STORE-4,Delaware,pos_system,200.0,230.0,Lloydland,2026-01-15,inventory_system,99,2026-06-12,2596.42,1858.66,737.76,finance_system,2026-01-19 00:35:43.178893
