pos_txn_id,sku_id,txn_date,sales_qty,store_id,region,source_x,inventory_id,inventory_qty,warehouse,last_updated,source_y,finance_id,posting_date,revenue,cost,margin,source,record_insert_ts,sales_inventory_ratio,margin_pct,signal_type,severity,signal_reason,ai_adjusted_severity,ai_explanation,signal_id,gold_insert_ts
493,SKU-iI694,2025-12-27,12,STORE-21,Wyoming,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.024844720496894408,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,37d97cc803c00789af7d7b01d1643a2e,2026-01-18 19:05:59.593706
499,SKU-iI694,2026-01-08,11,STORE-8,New Jersey,pos_system,13.0,483.0,Katherinechester,2026-01-13,inventory_system,8,2026-01-05,4294.81,3369.65,925.16,finance_system,2026-01-19 00:35:43.178893,0.022774327122153208,0.2154134874418193,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,9fd429ae26ec28d9745098099d5b25c6,2026-01-18 19:05:59.593706
104,SKU-bT700,2025-12-29,6,STORE-24,Alabama,pos_system,1.0,367.0,Alejandroton,2026-01-13,inventory_system,9,2026-07-14,3948.12,3339.82,608.3,finance_system,2026-01-19 00:35:43.178893,0.01634877384196185,0.15407333110442437,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,c6e94815e83a5e69d7f51bada972df6f,2026-01-18 19:05:59.593706
114,SKU-bT700,2025-12-26,2,STORE-39,Delaware,pos_system,1.0,367.0,Alejandroton,2026-01-13,inventory_system,9,2026-07-14,3948.12,3339.82,608.3,finance_system,2026-01-19 00:35:43.178893,0.005449591280653951,0.15407333110442437,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,084bf85361255f29f29ec68b83d21346,2026-01-18 19:05:59.593706
145,SKU-bT700,2026-01-09,11,STORE-44,Montana,pos_system,1.0,367.0,Alejandroton,2026-01-13,inventory_system,9,2026-07-14,3948.12,3339.82,608.3,finance_system,2026-01-19 00:35:43.178893,0.02997275204359673,0.15407333110442437,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,292e6989c6166fb734c0551497451224,2026-01-18 19:05:59.593706
222,SKU-bT700,2026-01-11,5,STORE-24,Michigan,pos_system,1.0,367.0,Alejandroton,2026-01-13,inventory_system,9,2026-07-14,3948.12,3339.82,608.3,finance_system,2026-01-19 00:35:43.178893,0.013623978201634877,0.15407333110442437,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,34a5955be928c776221eec66a9919333,2026-01-18 19:05:59.593706
265,SKU-bT700,2026-01-09,2,STORE-9,Michigan,pos_system,1.0,367.0,Alejandroton,2026-01-13,inventory_system,9,2026-07-14,3948.12,3339.82,608.3,finance_system,2026-01-19 00:35:43.178893,0.005449591280653951,0.15407333110442437,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,b42a274cf52a5ddfd7100d8bd239b04e,2026-01-18 19:05:59.593706
77,SKU-tJ416,2026-01-08,4,STORE-9,Mississippi,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.013377926421404682,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,642e215454f4db74155fdb452818c4c4,2026-01-18 19:05:59.593706
251,SKU-tJ416,2026-01-08,8,STORE-37,Indiana,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.026755852842809364,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,997bafdec0ed8504e022fc78981857c7,2026-01-18 19:05:59.593706
261,SKU-tJ416,2026-01-06,1,STORE-14,Arkansas,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.0033444816053511705,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,09e24a7786270539e5b47e8f9afedbff,2026-01-18 19:05:59.593706
304,SKU-tJ416,2026-01-06,4,STORE-9,Connecticut,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.013377926421404682,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,d358df3b2cb19d3c540eb3b54f51b689,2026-01-18 19:05:59.593706
350,SKU-tJ416,2026-01-01,12,STORE-47,Indiana,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.04013377926421405,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,41b4ecb47ec549c520141a8a53707820,2026-01-18 19:05:59.593706
450,SKU-tJ416,2025-12-23,3,STORE-10,New Mexico,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.010033444816053512,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,42235b7f2c509aaf5a80407960fc786a,2026-01-18 19:05:59.593706
490,SKU-tJ416,2025-12-27,13,STORE-4,Minnesota,pos_system,74.0,299.0,Michaelfurt,2026-01-17,inventory_system,10,2026-01-28,2875.12,2174.74,700.38,finance_system,2026-01-19 00:35:43.178893,0.043478260869565216,0.24360026711928545,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,b5eb3ead5a6f723a92279d40172ef067,2026-01-18 19:05:59.593706
95,SKU-qz989,2026-01-12,8,STORE-25,Oregon,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.020100502512562814,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,ffd4d2899714ac9d56499276d8cdf1c6,2026-01-18 19:05:59.593706
107,SKU-qz989,2026-01-13,7,STORE-24,Nevada,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.017587939698492462,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f27fb306353cfe267b30500721663850,2026-01-18 19:05:59.593706
147,SKU-qz989,2026-01-18,10,STORE-34,Wyoming,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.02512562814070352,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,28643679373c00c46612435c1bbd0e64,2026-01-18 19:05:59.593706
250,SKU-qz989,2026-01-13,2,STORE-1,Texas,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.005025125628140704,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,403191809fb1885c07bea622e0cd7123,2026-01-18 19:05:59.593706
361,SKU-qz989,2026-01-16,4,STORE-19,South Carolina,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.010050251256281407,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,ef0d5ff685b3315d9f3dba768bdd4338,2026-01-18 19:05:59.593706
408,SKU-qz989,2025-12-24,10,STORE-12,Minnesota,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.02512562814070352,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,c83d0edde47880bdd719da9669fcb4e1,2026-01-18 19:05:59.593706
426,SKU-qz989,2025-12-25,2,STORE-50,Maine,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.005025125628140704,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,5beb51f53b457564ca62486634ed4698,2026-01-18 19:05:59.593706
500,SKU-qz989,2025-12-20,4,STORE-50,Kansas,pos_system,6.0,398.0,Lake Brianborough,2026-01-17,inventory_system,11,2026-03-26,3111.5,2148.09,963.41,finance_system,2026-01-19 00:35:43.178893,0.010050251256281407,0.30962879640044993,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,d2bcbf006a131fc898572df0d1949d65,2026-01-18 19:05:59.593706
23,SKU-at250,2026-01-12,4,STORE-38,New Mexico,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.015037593984962405,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,dcae5d4781e91361dbf804b2ed4842f1,2026-01-18 19:05:59.593706
96,SKU-at250,2025-12-24,5,STORE-34,Florida,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.018796992481203006,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,e254e593608ee643145f741245aee984,2026-01-18 19:05:59.593706
240,SKU-at250,2026-01-01,5,STORE-35,Florida,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.018796992481203006,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,6dd78b9469e6bdbd24dd34e01da079f8,2026-01-18 19:05:59.593706
288,SKU-at250,2025-12-24,7,STORE-38,Washington,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.02631578947368421,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f110c491f89064837dd9a85b26044dbe,2026-01-18 19:05:59.593706
340,SKU-at250,2026-01-18,12,STORE-47,Tennessee,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.045112781954887216,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,098abd5b703be8c6ee1e3f34d197ddc8,2026-01-18 19:05:59.593706
432,SKU-at250,2025-12-27,1,STORE-26,New Hampshire,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.0037593984962406013,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,d92a5daa914922b6b8e32387f7316894,2026-01-18 19:05:59.593706
436,SKU-at250,2025-12-29,4,STORE-12,South Carolina,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.015037593984962405,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,cf6d6d5c82442fd726b4c9f2c47f6419,2026-01-18 19:05:59.593706
447,SKU-at250,2025-12-31,4,STORE-6,New Hampshire,pos_system,77.0,266.0,Port Michael,2026-01-14,inventory_system,12,2026-09-07,2543.57,2223.55,320.02,finance_system,2026-01-19 00:35:43.178893,0.015037593984962405,0.12581529110659426,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,2cd68589c32f42d0c0faee5fe61d1899,2026-01-18 19:05:59.593706
17,SKU-qs597,2025-12-28,7,STORE-18,West Virginia,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.015909090909090907,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,37134defb3bf083178c68deb2be87780,2026-01-18 19:05:59.593706
85,SKU-qs597,2025-12-23,3,STORE-28,Hawaii,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.006818181818181818,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,3a431458e14d4a9fcd7d897c8500dfae,2026-01-18 19:05:59.593706
177,SKU-qs597,2026-01-13,4,STORE-38,Illinois,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.00909090909090909,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,4daffe74948a27518c2fb14690070f8b,2026-01-18 19:05:59.593706
205,SKU-qs597,2026-01-13,1,STORE-12,Nevada,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.0022727272727272726,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,3ecaaefbd47e39f4b2c6efaf0ae36a88,2026-01-18 19:05:59.593706
212,SKU-qs597,2025-12-31,9,STORE-16,Nevada,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.020454545454545454,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f04719699cdac19910dc69648e47280d,2026-01-18 19:05:59.593706
319,SKU-qs597,2025-12-23,9,STORE-18,Michigan,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.020454545454545454,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,da5d0a412225653ff2cd428984c41c00,2026-01-18 19:05:59.593706
321,SKU-qs597,2026-01-05,1,STORE-35,Tennessee,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.0022727272727272726,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,2ec4026edfffc3da43971f9a3a51bb49,2026-01-18 19:05:59.593706
335,SKU-qs597,2026-01-03,2,STORE-46,Pennsylvania,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.004545454545454545,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,4a1843777437743a7a0e668f2c67f19a,2026-01-18 19:05:59.593706
362,SKU-qs597,2025-12-26,2,STORE-15,Washington,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.004545454545454545,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,806aacd7100c8582e2013caaaed64aa7,2026-01-18 19:05:59.593706
383,SKU-qs597,2026-01-14,14,STORE-44,Delaware,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.031818181818181815,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,cd4a2baa9b81e39d34ffcee5bc534907,2026-01-18 19:05:59.593706
388,SKU-qs597,2025-12-28,15,STORE-36,Nebraska,pos_system,107.0,440.0,West Lauren,2026-01-17,inventory_system,13,2026-12-02,2837.23,2342.73,494.5,finance_system,2026-01-19 00:35:43.178893,0.03409090909090909,0.17428971214882122,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,b4422d70ad1033e6f6951b108228e975,2026-01-18 19:05:59.593706
21,SKU-Zf881,2026-01-03,6,STORE-22,Minnesota,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.01312910284463895,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,64259a88c087489727b86b52207ae15d,2026-01-18 19:05:59.593706
108,SKU-Zf881,2026-01-05,4,STORE-17,Wyoming,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.0087527352297593,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,a699fefa3cbab4bdfe082a0e1eeb86c9,2026-01-18 19:05:59.593706
231,SKU-Zf881,2026-01-10,13,STORE-4,Tennessee,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.028446389496717725,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,315e86c47975fb048aa0083acefbb213,2026-01-18 19:05:59.593706
276,SKU-Zf881,2026-01-05,11,STORE-47,Florida,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.024070021881838075,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,1982ab5589e896e6666205dc352648fa,2026-01-18 19:05:59.593706
299,SKU-Zf881,2026-01-16,2,STORE-21,Vermont,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.00437636761487965,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,36d5ffa81f7bc7fb23ae75c3b22bb70d,2026-01-18 19:05:59.593706
348,SKU-Zf881,2026-01-04,14,STORE-15,Washington,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.030634573304157548,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,6756edeadd2c2f16b2957b4f2b8ea918,2026-01-18 19:05:59.593706
393,SKU-Zf881,2025-12-25,9,STORE-20,Nebraska,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.019693654266958426,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,8646977122b67a088ea7a12943b46520,2026-01-18 19:05:59.593706
405,SKU-Zf881,2026-01-11,15,STORE-41,New Hampshire,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.03282275711159737,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,124bdd30dd8f51b6f8e0102f81a3ce71,2026-01-18 19:05:59.593706
473,SKU-Zf881,2026-01-06,9,STORE-10,Texas,pos_system,69.0,457.0,Kaiserburgh,2026-01-15,inventory_system,14,2026-02-21,4625.56,3244.88,1380.68,finance_system,2026-01-19 00:35:43.178893,0.019693654266958426,0.2984892640026289,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,d14fcfb96588d82290d87c97fa9e8156,2026-01-18 19:05:59.593706
126,SKU-qr651,2025-12-27,11,STORE-27,Alaska,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.029023746701846966,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,09b129a7195b2394f5eeed9ba8379fa4,2026-01-18 19:05:59.593706
176,SKU-qr651,2025-12-27,13,STORE-5,Oregon,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.03430079155672823,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,5b0df999f0abccdb55e8994093ab504a,2026-01-18 19:05:59.593706
204,SKU-qr651,2026-01-04,15,STORE-19,Iowa,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.0395778364116095,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,9db13827b6166820518d43378ceb3fc6,2026-01-18 19:05:59.593706
327,SKU-qr651,2026-01-18,14,STORE-36,Utah,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.036939313984168866,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,b6030ddc00171b50697481b9489540ab,2026-01-18 19:05:59.593706
428,SKU-qr651,2025-12-21,4,STORE-36,West Virginia,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.010554089709762533,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,4d2662eee136d3e7890bbed3882b2d27,2026-01-18 19:05:59.593706
444,SKU-qr651,2025-12-28,15,STORE-38,Connecticut,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.0395778364116095,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,f4c2d9bdd3e44aae112d55fa33f5ee3d,2026-01-18 19:05:59.593706
459,SKU-qr651,2025-12-30,4,STORE-39,Mississippi,pos_system,34.0,379.0,East Margaret,2026-01-18,inventory_system,16,2026-11-14,4323.76,2823.92,1499.84,finance_system,2026-01-19 00:35:43.178893,0.010554089709762533,0.3468832682665087,REVENUE_ELEVATED,2,Revenue higher than normal,2,Rule-based severity applied,76a69dfddebe835216438c0d403f7f3d,2026-01-18 19:05:59.593706
28,SKU-ZZ768,2025-12-25,7,STORE-43,Missouri,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.22580645161290322,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,0765480d9bef0206c32b99a00a2c4124,2026-01-18 19:05:59.593706
58,SKU-ZZ768,2025-12-29,7,STORE-11,Wyoming,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.22580645161290322,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,30dfd71d4f70115f64994b6fabe4bcc9,2026-01-18 19:05:59.593706
61,SKU-ZZ768,2026-01-07,6,STORE-28,California,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.1935483870967742,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,b2505195a53d796d31aa7124a6eaf26f,2026-01-18 19:05:59.593706
118,SKU-ZZ768,2025-12-25,14,STORE-12,New Mexico,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.45161290322580644,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f2bfcd23981577649f2f4f92eff52af9,2026-01-18 19:05:59.593706
142,SKU-ZZ768,2025-12-26,4,STORE-45,Alaska,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.12903225806451613,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,a479d6df7083079611fa48cf860a49a1,2026-01-18 19:05:59.593706
178,SKU-ZZ768,2025-12-27,7,STORE-42,Kentucky,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.22580645161290322,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,d62b6af15690b185c4ca5493704ba2b6,2026-01-18 19:05:59.593706
206,SKU-ZZ768,2025-12-23,9,STORE-36,Rhode Island,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.2903225806451613,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,39827c6378960e536d6bec44a2f5b3dd,2026-01-18 19:05:59.593706
238,SKU-ZZ768,2025-12-20,2,STORE-15,North Carolina,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.06451612903225806,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f00972b8864d0c557670b2a057f82031,2026-01-18 19:05:59.593706
272,SKU-ZZ768,2026-01-07,3,STORE-16,Hawaii,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.0967741935483871,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f05fbc4e379fd59753d57dda45a95a50,2026-01-18 19:05:59.593706
283,SKU-ZZ768,2026-01-07,9,STORE-17,Nebraska,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.2903225806451613,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,6fcc5f111b2753aacb8b50cd8a5ca8e5,2026-01-18 19:05:59.593706
337,SKU-ZZ768,2026-01-18,4,STORE-43,Montana,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.12903225806451613,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,f001299bb00f236ef3226ed7e3031b33,2026-01-18 19:05:59.593706
394,SKU-ZZ768,2025-12-26,8,STORE-29,New Jersey,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.25806451612903225,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,15afb51acf79fdc7815f81bfbdf6c4d4,2026-01-18 19:05:59.593706
420,SKU-ZZ768,2026-01-15,14,STORE-32,Indiana,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.45161290322580644,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,094eb9efeff89b8558ed0117648a890b,2026-01-18 19:05:59.593706
443,SKU-ZZ768,2026-01-17,15,STORE-31,South Carolina,pos_system,40.0,31.0,South Karen,2026-01-14,inventory_system,17,2026-07-24,4877.91,3551.39,1326.52,finance_system,2026-01-19 00:35:43.178893,0.4838709677419355,0.2719443368163824,NORMAL,1,Normal operating conditions,1,Rule-based severity applied,2ab913473f329981d374924e422c9a4b,2026-01-18 19:05:59.593706
